comment_id,video_id,author,text,like_count,published_at,reply_count,is_reply,cleaned_text
UgzmQ1hZuhHJIOhdleh4AaABAg.ASdv286k911ASiH9kYREWp,j2qUj7a0ja8,@MukeshKumar55mh,Mujhko bhi same laga 😅😅,4,2026-02-02T07:01:55Z,0,True,mujhko bhi same laga
Ugyu7z_Zve0KfHcTWP94AaABAg,j2qUj7a0ja8,@plained-yt,First time I heard him speaking English 😂😂😂,2839,2026-01-30T19:28:38Z,70,False,first time i heard him speaking english
Ugyu7z_Zve0KfHcTWP94AaABAg.ASbtEFFUeEIAScXkynk9Ob,j2qUj7a0ja8,@PsychoNazofficial,Same here,12,2026-01-31T01:31:30Z,0,True,same here
Ugyu7z_Zve0KfHcTWP94AaABAg.ASbtEFFUeEIAScZ2KNsoiK,j2qUj7a0ja8,@batiarrahman1853,Still Namaskar dosto continue 😊,247,2026-01-31T01:42:45Z,0,True,still namaskar dosto continue
Ugyu7z_Zve0KfHcTWP94AaABAg.ASbtEFFUeEIASca9Wyyrhr,j2qUj7a0ja8,@BhaizXBagnX-y4j,Bhai tu uska vlog dekh...woh apni wife se english mai hi baat karte hai 😅😅,171,2026-01-31T02:01:13Z,0,True,bhai tu uska vlog dekh...woh apni wife se english mai hi baat karte hai
Ugyu7z_Zve0KfHcTWP94AaABAg.ASbtEFFUeEIAScaVGpKf7e,j2qUj7a0ja8,@PsychoNazofficial,@BhaizXBagnX-y4jha vai dekha hu but. Speech dete huye first dekha😊,30,2026-01-31T02:04:11Z,0,True,yjha vai dekha hu but. speech dete huye first dekha
Ugwq9v5fhYWC-vONuHh4AaABAg,j2qUj7a0ja8,@jamuna1995,Dhruv sir kabhi B boring nahi kiya hai 😊😊😊,292,2026-01-31T04:39:32Z,1,False,dhruv sir kabhi b boring nahi kiya hai
Ugwq9v5fhYWC-vONuHh4AaABAg.AScsHAemPZCAT4bfLBUUVe,j2qUj7a0ja8,@hazrat_dhurv_rathee_waslam,Your new profet dhurv rathee 😂😂,0,2026-02-11T08:32:24Z,0,True,your new profet dhurv rathee
UgyBwRBYjjnJxmWi6-54AaABAg,j2qUj7a0ja8,@AnkitSharma-sm1kx,Ye banda bhut pada likha or baat krne k bhi tarika h ❤,652,2026-02-01T01:48:59Z,15,False,ye banda bhut pada likha or baat krne k bhi tarika h
UgyBwRBYjjnJxmWi6-54AaABAg.ASf8YrIaoOMASiEi5O2UA_,j2qUj7a0ja8,@chubazi98,"HM NE PARHE LIKAY JAHIL DEKHE HE. Ye parha likha hi nhi, balke scientific thinking, Critical thinking aur logic se kam leta he islye ye kamyab he. Hamare ha to Slavery ko b justify krte he Parhay likhay log",18,2026-02-02T06:40:32Z,0,True,"hm ne parhe likay jahil dekhe he. ye parha likha hi nhi, balke scientific thinking, critical thinking aur logic se kam leta he islye ye kamyab he. hamare ha to slavery ko b justify krte he parhay likhay log"
UgyBwRBYjjnJxmWi6-54AaABAg.ASf8YrIaoOMASiaN1H6TVQ,j2qUj7a0ja8,@ITS_MITSYAAKOMI_GIRL,"You're Completely Wrong He Is Not Educated it is a Sci-Co Mindset I have Seen Many Peoples In This Country but that one is a Masterpiece dude have just created His Whole New World....Not By Dreams By Teamworks...
By Innovative thinking not with the help of believers Or Top Content Creators dude has just created his Own AI Tools Based App Includes All of them In Just One App...❤❤❤
Bro Worked Smartly i swear he will be in The Top Rankings...",11,2026-02-02T09:58:30Z,0,True,youre completely wrong he is not educated it is a scico mindset i have seen many peoples in this country but that one is a masterpiece dude have just created his whole new world....not by dreams by teamworks... by innovative thinking not with the help of believers or top content creators dude has just created his own ai tools based app includes all of them in just one app... bro worked smartly i swear he will be in the top rankings...
UgyBwRBYjjnJxmWi6-54AaABAg.ASf8YrIaoOMASimVjGPbkm,j2qUj7a0ja8,@Zainakhanishere888,Bat.to.sai hai,1,2026-02-02T11:44:33Z,0,True,bat.to.sai hai
UgyBwRBYjjnJxmWi6-54AaABAg.ASf8YrIaoOMASm0iIJnY3a,j2qUj7a0ja8,@FawnTheCreator,Lekin jab sach bolne ki baat aati hain toh aadhi heen bolta hain,1,2026-02-03T17:55:11Z,0,True,lekin jab sach bolne ki baat aati hain toh aadhi heen bolta hain
Ugz2VNs8NwrgIuCcco14AaABAg,j2qUj7a0ja8,@ayanhashmiayanhashmi9192,Bhau ki english so simple 😮😮,156,2026-01-31T05:20:56Z,0,False,bhau ki english so simple
UgweIU3Ym5t-q0ia4lB4AaABAg,j2qUj7a0ja8,@pravinchoudhary9665,"Dhruv Rathee’s speech at the 1 Billion Summit in Dubai was incredibly inspiring and thought-provoking.His clarity of thought, passion for positive change, and commitment to impactful ideas truly resonated. A powerful message delivered with conviction  one that motivates us all to think deeper and act with purpose. Well done 😊",39,2026-01-31T10:01:14Z,0,False,"dhruv rathees speech at the billion summit in dubai was incredibly inspiring and thoughtprovoking.his clarity of thought, passion for positive change, and commitment to impactful ideas truly resonated. a powerful message delivered with conviction one that motivates us all to think deeper and act with purpose. well done"
UgxuLKhkZhw7DdNEtOZ4AaABAg,j2qUj7a0ja8,@SunilRajpootOfficial,"ध्रुव राठी जी को इतनी बड़ी स्पीच देते हुए, मैंने पहली बार देखा है, वो भी अंग्रेजी में, हमारे देश के नौजवान ध्रुव राठी जी!",782,2026-01-31T03:43:55Z,7,False,", , , !"
UgxuLKhkZhw7DdNEtOZ4AaABAg.AScluof_tsXASd4a8BlyP-,j2qUj7a0ja8,@sayyedsahil4184,DhruRati absolutely right aways 🎉🎉❤,15,2026-01-31T06:35:52Z,0,True,dhrurati absolutely right aways
UgxuLKhkZhw7DdNEtOZ4AaABAg.AScluof_tsXASe-dotaxfQ,j2qUj7a0ja8,@Xd-Deepan,Bhai enghindi pe bolo mujhe pure hindi nahi aata 😢,3,2026-01-31T15:11:55Z,0,True,bhai enghindi pe bolo mujhe pure hindi nahi aata
UgxuLKhkZhw7DdNEtOZ4AaABAg.AScluof_tsXASgKsrO2-cT,j2qUj7a0ja8,@mellowmood9,"Chill, not a Tedx",3,2026-02-01T12:55:57Z,0,True,"chill, not a tedx"
UgxuLKhkZhw7DdNEtOZ4AaABAg.AScluof_tsXASgOAshIWb7,j2qUj7a0ja8,@PapraZMunsyariOfficial11,To Tu mdr14 Youvaa nhi hai,0,2026-02-01T13:24:46Z,0,True,to tu mdr youvaa nhi hai
UgzHDRqhYdbeSHehO5B4AaABAg,j2qUj7a0ja8,@nicecodes,"Honestly, who hasn’t heard of Dhruv Rathee? He’s one of the most recognized voices on YouTube right now.",19,2026-01-31T14:11:08Z,0,False,"honestly, who hasnt heard of dhruv rathee? hes one of the most recognized voices on youtube right now."
UgzhzWWsVzw-FCcUjhN4AaABAg,j2qUj7a0ja8,@Akash.v5,0:46 indian youtuber ❤,135,2026-01-31T11:25:30Z,1,False,indian youtuber
UgxUJAx_ZapeysjUdcl4AaABAg,j2qUj7a0ja8,@Sachiin_S1,Bahoot dino de dhruv bhai ko kaun kaun sun rha 😊🫠,507,2026-01-30T15:43:07Z,15,False,bahoot dino de dhruv bhai ko kaun kaun sun rha
UgxUJAx_ZapeysjUdcl4AaABAg.ASbUQYpF2E1ASbnE-mwY6D,j2qUj7a0ja8,@Shahrikgamerz,Dino se nahi bhai main 2019 se sun raha hu dhruv bhai ko.,7,2026-01-30T18:36:11Z,0,True,dino se nahi bhai main se sun raha hu dhruv bhai ko.
UgxUJAx_ZapeysjUdcl4AaABAg.ASbUQYpF2E1ASbqT2qHJSc,j2qUj7a0ja8,@user-vc7kn6lv8b,​@Shahrikgamerzaur me 2017 Sai ☠️,2,2026-01-30T19:04:27Z,0,True,me sai
UgxUJAx_ZapeysjUdcl4AaABAg.ASbUQYpF2E1ASbv-L83ZoX,j2qUj7a0ja8,@AnujSharma-t4x,I'm watching him around 2019-2020. At that time I got smartphone too.,0,2026-01-30T19:44:05Z,0,True,im watching him around . at that time i got smartphone too.
UgxUJAx_ZapeysjUdcl4AaABAg.ASbUQYpF2E1AScFI9ZMWQd,j2qUj7a0ja8,@TryAI-p3f,Kuch mil gya kya,2,2026-01-30T22:50:09Z,0,True,kuch mil gya kya
UgxUJAx_ZapeysjUdcl4AaABAg.ASbUQYpF2E1AScQZY0ru4v,j2qUj7a0ja8,@thecarX_toonz,​@TryAI-p3fbahat kuch...,0,2026-01-31T00:28:38Z,0,True,kuch...
UgztLHCtNQc7QesSER54AaABAg,j2qUj7a0ja8,@anuradhagupta376,"मुझे इंग्लिस समझ नहीं आती फिर भी मै सारी वीडियो दिखी हूँ,,,,, और जो भी वीडियो है सारी देख रखी हूँ ,,, dhurv bhai आपके बोलने का तरीका बहुत अच्छा लगता है,,,, ❤",37,2026-01-31T11:23:33Z,0,False,",,,,, ,,, dhurv bhai ,,,,"
Ugz5D_C7cdCFb5o8rHB4AaABAg,j2qUj7a0ja8,@Shivamroy05k,Dhruv fans attendance here !,2871,2026-01-30T15:21:44Z,51,False,dhruv fans attendance here !
Ugz5D_C7cdCFb5o8rHB4AaABAg.ASbRyuSAlGLASbTzBzW-ua,j2qUj7a0ja8,@MMGAMINGPRO0909,"Yes, sir 🙋",10,2026-01-30T15:39:15Z,0,True,"yes, sir"
Ugz5D_C7cdCFb5o8rHB4AaABAg.ASbRyuSAlGLASbZXsAhiyH,j2qUj7a0ja8,@ExpertFiroj,Attendance lagao bhai log,17,2026-01-30T16:27:49Z,0,True,attendance lagao bhai log
Ugz5D_C7cdCFb5o8rHB4AaABAg.ASbRyuSAlGLASbkVKe8Xjl,j2qUj7a0ja8,@realArRaihan,Yes sir,7,2026-01-30T18:12:20Z,0,True,yes sir
UgwepUtUegZh2WQmwo94AaABAg,j2qUj7a0ja8,@TipsGuru4,Real Indian Youth and Inspiration,18,2026-01-31T17:09:27Z,0,False,real indian youth and inspiration
Ugyw_4V1BZhtHhbbs-l4AaABAg,j2qUj7a0ja8,@Anupam-q9z,looks like mark zookerberg,53,2026-01-31T06:35:41Z,0,False,looks like mark zookerberg
Ugz32zKVyY-uxwWPWyR4AaABAg,j2qUj7a0ja8,@Praveen__Gupta,Big Fain From Nepal 🇳🇵,42,2026-01-31T13:48:24Z,0,False,big fain from nepal
UgzQhkguFLLL8JNIM2V4AaABAg,j2qUj7a0ja8,@Pankaikhangham,Jobhi video dekho kbhi bored hone hi nhi deta hai bhai 😢,129,2026-01-30T20:07:33Z,0,False,jobhi video dekho kbhi bored hone hi nhi deta hai bhai
Ugyz4bjgc55zH9Vi_IB4AaABAg,j2qUj7a0ja8,@shalinilife_style,It's not a big deal guys to speak english hamare indian english bolte h ye to fir bhi foreigner h btw his voice is awesome 😊,10,2026-01-31T21:01:14Z,0,False,its not a big deal guys to speak english hamare indian english bolte h ye to fir bhi foreigner h btw his voice is awesome
Ugx7Vi2JcLt7nw11LLJ4AaABAg,j2qUj7a0ja8,@Anandpriy-b9f,Dhruv fans attendance ❤,124,2026-01-30T15:50:57Z,0,False,dhruv fans attendance
UgxvFuP9nZganDCnOHp4AaABAg,j2qUj7a0ja8,@NavitaChoudhary-y1t,"0:07 😂
0:10 नमस्कार दोस्तों is Also permanent 😂❤",6,2026-02-03T09:02:57Z,0,False,is also permanent
UgyfhVOb3ypFqP_LkBd4AaABAg,j2qUj7a0ja8,@TheRohitVermaShowClips,Bro ❤ unexpected introduction 😄,53,2026-01-31T08:33:15Z,0,False,bro unexpected introduction
UgyXQSy4T87lwL2QGhR4AaABAg,j2qUj7a0ja8,@ShyamSravi,more than Rs 22cr in 4 month 🤯🤯,95,2026-01-30T18:26:04Z,0,False,more than rs cr in month
UgxOlSKiKSdxp_pPOd94AaABAg,j2qUj7a0ja8,@irfanwani0034,Everything is temporary but Dhruva rathee t shirt is parmenent in every of his vedio 😂😂,0,2026-02-12T10:25:35Z,0,False,everything is temporary but dhruva rathee t shirt is parmenent in every of his vedio
Ugzbp0RL15IHlPXSLxR4AaABAg,j2qUj7a0ja8,@movies44Vk,Dhruv rathi Fans hajiri lagao😅😅,239,2026-01-31T02:19:58Z,2,False,dhruv rathi fans hajiri lagao
Ugzbp0RL15IHlPXSLxR4AaABAg.ASccItH4nTlASlU92PyCWN,j2qUj7a0ja8,@AkashVlogs171,We are already here 😅,0,2026-02-03T12:53:08Z,0,True,we are already here
Ugzxh5deL571hjSrAb54AaABAg,j2qUj7a0ja8,@godfreypinto8448,"Dhruv,  this is the first time I heard you speak in English. Yes I am interested and going to join soon...",6,2026-02-01T08:54:26Z,0,False,"dhruv, this is the first time i heard you speak in english. yes i am interested and going to join soon..."
UgwNl5TswBGLF1zMkBB4AaABAg,j2qUj7a0ja8,@user-vc7kn6lv8b,Ai Fiesta day by day 📈📈📈📈📈,981,2026-01-30T19:12:15Z,21,False,ai fiesta day by day
UgwNl5TswBGLF1zMkBB4AaABAg.ASbrMEQYnyKASd5h9Cup1Z,j2qUj7a0ja8,@Jebesniper,tu chomu he agar isko tu AI manta he 😂😂😂😂,48,2026-01-31T06:45:33Z,0,True,tu chomu he agar isko tu ai manta he
UgwNl5TswBGLF1zMkBB4AaABAg.ASbrMEQYnyKASdL6t-e6TV,j2qUj7a0ja8,@PW-URANIUM-OFFICIAL,​@Jebesniper manna kya h nam me hi ai hai 😂,4,2026-01-31T09:00:17Z,0,True,manna kya h nam me hi ai hai
UgygJ05HoLN0P35UXpZ4AaABAg,j2qUj7a0ja8,@RamanSingh-po4sx,Dhruv rahti respect ❤❤❤❤ love you bro ❤❤,7,2026-01-31T11:43:12Z,0,False,dhruv rahti respect love you bro
UgyLRYzz0F03fEFTNeR4AaABAg,j2qUj7a0ja8,@Surjo_Personal,"A thing I want to point out, please use the term ""Affordable"" instead of ""Cheap""

The Tata Nano failed because of this mistake",77,2026-01-31T07:47:35Z,3,False,"a thing i want to point out, please use the term affordable instead of cheap the tata nano failed because of this mistake"
UgyLRYzz0F03fEFTNeR4AaABAg.ASdCnSHsBDBASdbsfZB8vP,j2qUj7a0ja8,@Jasim_R09,"When it's come to business, euphemism doesn't matter bro...",2,2026-01-31T11:35:29Z,0,True,"when its come to business, euphemism doesnt matter bro..."
UgyLRYzz0F03fEFTNeR4AaABAg.ASdCnSHsBDBASktGKbPiEi,j2qUj7a0ja8,@AlphaRJ6,nano failed bcx of consumers😂,0,2026-02-03T07:22:05Z,0,True,nano failed bcx of consumers
UgyLRYzz0F03fEFTNeR4AaABAg.ASdCnSHsBDBAT0s9urLUxs,j2qUj7a0ja8,@Nicechap-x7p,Nano failed because it was a shitty product,0,2026-02-09T21:39:34Z,0,True,nano failed because it was a shitty product
UgyhygrQGJtWi5Fkfjx4AaABAg,j2qUj7a0ja8,@mahlawat12,Probably one of the few people from India who has decent frontal lobe. Good work.,6,2026-02-01T03:00:31Z,0,False,probably one of the few people from india who has decent frontal lobe. good work.
UgxFy5zFaL1anT-gXC94AaABAg,j2qUj7a0ja8,@premkumarafficial,I proud of you 💪 becouse u r indian people,45,2026-01-31T02:12:39Z,0,False,i proud of you becouse u r indian people
UgwA5-RDQsmEdr4io-d4AaABAg,j2qUj7a0ja8,@Suraj123-India,"*Dhruv Rathee is on a Mission to Intitute young Generation*
❤❤❤❤❤❤❤",6,2026-01-31T20:56:05Z,0,False,dhruv rathee is on a mission to intitute young generation
UgxM2yBmYA2JDKdy5Td4AaABAg,j2qUj7a0ja8,@study_motivation12930,greatest youtuber in indian history  dhruv rathi thanks bro,318,2026-01-31T06:25:34Z,4,False,greatest youtuber in indian history dhruv rathi thanks bro
UgxM2yBmYA2JDKdy5Td4AaABAg.ASd3PhwasR3ASh06xwNJsb,j2qUj7a0ja8,@SupamChang,No doubt... He is popular in Northeast India too,15,2026-02-01T19:13:45Z,0,True,no doubt... he is popular in northeast india too
UgxM2yBmYA2JDKdy5Td4AaABAg.ASd3PhwasR3ASiKQg_brMK,j2qUj7a0ja8,@IMLUFFYYI,​@SupamChangtrue... I never missed his videos.,3,2026-02-02T07:30:27Z,0,True,i never missed his videos.
UgxM2yBmYA2JDKdy5Td4AaABAg.ASd3PhwasR3AT0HZLzD3uG,j2qUj7a0ja8,@BEYONDERgaming0009,Abhe bklAndi k 😂,0,2026-02-09T16:10:59Z,0,True,abhe bklandi k
Ugwz4qt8rqmSLtf74ut4AaABAg,j2qUj7a0ja8,@NirajK2725,Dhruv sir students ke liye AI Fiesta me free model add kar dijiye ❤❤❤❤,4,2026-02-02T07:47:15Z,0,False,dhruv sir students ke liye ai fiesta me free model add kar dijiye
Ugy_4IgMlwKEuzpOdMp4AaABAg,j2qUj7a0ja8,@SudhirKumar-if5li,Atleast he is not using teleprompter 😂,93,2026-01-31T01:18:08Z,4,False,atleast he is not using teleprompter
Ugy_4IgMlwKEuzpOdMp4AaABAg.AScWDzg528uASm4OKE9eAB,j2qUj7a0ja8,@basicallyhumanoid,"So according to even putin, xi jin ping, kim jomg un, prime minister of japan are nothing in front of dhurv rathee?- they too use telepromoter right?.. and english is just a mere language... did aryabhata, bhaskaracharya, al baruni and buddha knew english?",1,2026-02-03T18:27:17Z,0,True,"so according to even putin, xi jin ping, kim jomg un, prime minister of japan are nothing in front of dhurv rathee? they too use telepromoter right?.. and english is just a mere language... did aryabhata, bhaskaracharya, al baruni and buddha knew english?"
Ugy_4IgMlwKEuzpOdMp4AaABAg.AScWDzg528uASo679Mr23u,j2qUj7a0ja8,@SubjugatingMonarch,look at his hand a paper script,2,2026-02-04T13:20:53Z,0,True,look at his hand a paper script
Ugx0nyPi-axXqAPSc8J4AaABAg,j2qUj7a0ja8,@kimjong_un79,Dhruv rathee bhai ka english me speech sunkar lag raha hai ki hm bhi english samjh sakte hai😅,2,2026-02-01T16:24:37Z,0,False,dhruv rathee bhai ka english me speech sunkar lag raha hai ki hm bhi english samjh sakte hai
UgwYmW208LzhJrhxQZN4AaABAg,j2qUj7a0ja8,@VashuKumarMaurya,"Dhruv bhaiya Aura 💀😈
$2.5 million revenue in 4 month",507,2026-01-30T18:56:40Z,16,False,dhruv bhaiya aura . million revenue in month
UgwYmW208LzhJrhxQZN4AaABAg.ASbp_6JiEI3ASceBX7cyc_,j2qUj7a0ja8,@quotesver,Revenue and margin alag chiz h bhai,29,2026-01-31T02:36:26Z,0,True,revenue and margin alag chiz h bhai
UgwYmW208LzhJrhxQZN4AaABAg.ASbp_6JiEI3ASd-UhfHnLY,j2qUj7a0ja8,@RealRock9460,​@comment_padne_aayehoHis net worth 95 crores. Per month YouTube income 5.6 crores,0,2026-01-31T05:51:17Z,0,True,net worth crores. per month youtube income . crores
UgwYmW208LzhJrhxQZN4AaABAg.ASbp_6JiEI3ASdFzV4CB6d,j2qUj7a0ja8,@logicx9384,Net income and Gross income do alag Cheez h brother.,5,2026-01-31T08:15:27Z,0,True,net income and gross income do alag cheez h brother.
UgwYmW208LzhJrhxQZN4AaABAg.ASbp_6JiEI3ASdJT3nTTJH,j2qUj7a0ja8,@farhanmomin862,And he is partner not whole company is his.,0,2026-01-31T08:45:50Z,0,True,and he is partner not whole company is his.
UgzAeVM1Fkz28eo_gdV4AaABAg,j2qUj7a0ja8,@birbhadrabarman-j2v,Because Ai Fiesta is internetion app,6,2026-02-01T02:51:10Z,0,False,because ai fiesta is internetion app
UgxU5rWHNSzcYdeIARJ4AaABAg,j2qUj7a0ja8,@sumittivari815,Dhruv rathee sir be like: I can be anywhere....but my t-shirt will be traditional 😅😅... but great sir 👍 😊,357,2026-01-31T03:13:29Z,5,False,dhruv rathee sir be like i can be anywhere....but my tshirt will be traditional ... but great sir
UgxU5rWHNSzcYdeIARJ4AaABAg.ASciQqzVkLJASjKASAVLMT,j2qUj7a0ja8,@thenextbanker8971,He is inspired from mark Zuckerberg 😂,2,2026-02-02T16:47:28Z,0,True,he is inspired from mark zuckerberg
UgxU5rWHNSzcYdeIARJ4AaABAg.ASciQqzVkLJASjv1xv9Taw,j2qUj7a0ja8,@QuantumNinja1.9v,​@thenextbanker8971  Mark took the inspiration from Steve Jobs,1,2026-02-02T22:18:22Z,0,True,mark took the inspiration from steve jobs
UgxU5rWHNSzcYdeIARJ4AaABAg.ASciQqzVkLJASkN36jqEw7,j2qUj7a0ja8,@sumittivari815,​@thenextbanker8971😂😂 right !!!!!!!!!!!!,1,2026-02-03T02:31:55Z,0,True,right !!!!!!!!!!!!
UgxU5rWHNSzcYdeIARJ4AaABAg.ASciQqzVkLJASkN5hC7RlQ,j2qUj7a0ja8,@sumittivari815,​@QuantumNinja1.9v who was last ? 😂😂,0,2026-02-03T02:32:17Z,0,True,who was last ?
UgxU5rWHNSzcYdeIARJ4AaABAg.ASciQqzVkLJASkRnulvgvO,j2qUj7a0ja8,@DataExecute,@QuantumNinja1.9v And he took inspiration from me 😁,0,2026-02-03T03:13:24Z,0,True,.v and he took inspiration from me
UgwXc5ZNGEcDvefYoyd4AaABAg,j2qUj7a0ja8,@mohinijaiswal382,0:17  hein?? voice changed 😳,129,2026-01-31T10:30:30Z,5,False,hein?? voice changed
UgwXc5ZNGEcDvefYoyd4AaABAg.ASdVReWbSzKASeFqiRID2B,j2qUj7a0ja8,@Naveen61527,First one is recorded from speaker,5,2026-01-31T17:33:29Z,0,True,first one is recorded from speaker
UgwXc5ZNGEcDvefYoyd4AaABAg.ASdVReWbSzKASfSMrQxvVa,j2qUj7a0ja8,@nasigaming-l4e,AI ka kamaal hai,9,2026-02-01T04:42:06Z,0,True,ai ka kamaal hai
UgwXc5ZNGEcDvefYoyd4AaABAg.ASdVReWbSzKASgVjD1zQvE,j2qUj7a0ja8,@BrainyAthelete,"Ghok ghok 😂😂😀






Joking btw",3,2026-02-01T14:30:45Z,0,True,ghok ghok joking btw
UgwXc5ZNGEcDvefYoyd4AaABAg.ASdVReWbSzKASiiHCUrzMR,j2qUj7a0ja8,@mememaxxing,indie superman 😂,1,2026-02-02T11:07:36Z,0,True,indie superman
UgwXc5ZNGEcDvefYoyd4AaABAg.ASdVReWbSzKASr8cMSamn1,j2qUj7a0ja8,@bishalmagar9285,Maybe mic or speaker problem,0,2026-02-05T17:40:29Z,0,True,maybe mic or speaker problem
Ugxm0prH2niUzpxADEB4AaABAg,j2qUj7a0ja8,@story_narrator20,people who dont know him and watching here for first time 💀,97,2026-01-30T16:58:00Z,0,False,people who dont know him and watching here for first time
Ugy_P7qwcc7qpgV6maF4AaABAg,j2qUj7a0ja8,@Dhruvratheesort,Apka fan hone ki vajah se english me bhi video dekh li jabki mujhe english nhi aati abhi bolna seekh rha hu big fan 🫵🤗🥰🇮🇳,15,2026-02-01T12:12:46Z,3,False,apka fan hone ki vajah se english me bhi video dekh li jabki mujhe english nhi aati abhi bolna seekh rha hu big fan
Ugy_P7qwcc7qpgV6maF4AaABAg.ASgFwdhBtstAT4bcZbaahX,j2qUj7a0ja8,@hazrat_dhurv_rathee_waslam,​@Mohammadsahil-zr7yx your new profet dhurv rathee 😂😂😂,0,2026-02-11T08:32:01Z,0,True,your new profet dhurv rathee
Ugy723r9w_G5QLYq6fR4AaABAg,j2qUj7a0ja8,@ATOMICCREATION123,Dharuv Sir Students ke liye free kar do  Ai Fiesta,23,2026-01-31T05:39:32Z,0,False,dharuv sir students ke liye free kar do ai fiesta
UgwL04qA2bmM5i3VrhN4AaABAg,j2qUj7a0ja8,@ishant_xy,Kish kish Ye Video Bina Search Ke Mila 😅,2,2026-02-01T07:47:31Z,0,False,kish kish ye video bina search ke mila
