comment_id,video_id,author,text,like_count,published_at,reply_count,is_reply
UgwL04qA2bmM5i3VrhN4AaABAg,j2qUj7a0ja8,@ishant_xy,Kish kish Ye Video Bina Search Ke Mila 😅,2,2026-02-01T07:47:31Z,0,False
UgzeJk8vSPyfVAP-Kad4AaABAg,j2qUj7a0ja8,@VarunKumar-56,"I have been watching dhruv Rathee sir videos for 6year and i noticed  that He is very simple person and  very practical person 
DHRUVI Rathee such huge youtuber then also
He doesn't show up like other 
youtubers  I have not seen wearing suit branded clothes or something different he always work with simple looks and I like that 
He always makes videos wearing t-shirts 

Sir  love you,I'm from odisha",25,2026-01-31T03:56:26Z,0,False
Ugxk2FlQ_C0mWtbL9_t4AaABAg,j2qUj7a0ja8,@ankaj056,"मैंने पहली बार देखा कि ध्रुव राठी सिर्फ अंग्रेजी बोलता है, वाह! मेहनती छात्र, सभी विषयों का ज्ञान है।",7,2026-02-01T13:02:23Z,1,False
Ugxk2FlQ_C0mWtbL9_t4AaABAg.ASgLc-DDZFnASi7Iqxe9_j,j2qUj7a0ja8,@dipikakumari4088,Tumhe pta nhi bhai pehle iska content hi only English main hota tha 😂,0,2026-02-02T05:35:47Z,0,True
Ugwc_JuclT7xJsSqJuR4AaABAg,j2qUj7a0ja8,@pjon2670,good thing happen to good person 👍Druv Sir you deserve it,34,2026-01-30T18:38:56Z,0,False
Ugw6UNPYxnUOS8UIZIl4AaABAg,j2qUj7a0ja8,@AllenStanly-p5d,I'm watching from nagaland enpo😅😊😊😊,7,2026-02-10T14:28:38Z,1,False
Ugw6UNPYxnUOS8UIZIl4AaABAg.AT2fdY5s8-EAT4beApUx6E,j2qUj7a0ja8,@hazrat_dhurv_rathee_waslam,Your new profet dhurv rathee 😂😂,0,2026-02-11T08:32:15Z,0,True
UgwSWaQKOB2UTUmG-7h4AaABAg,j2qUj7a0ja8,@SureshKumar-jo7rs,T shirt 👕 is always same,331,2026-01-31T03:33:27Z,6,False
UgwSWaQKOB2UTUmG-7h4AaABAg.AScki5d2-a-AScpVVDh3KX,j2qUj7a0ja8,@Aditya_kumar-r4í5n,Sayad pehle light blue hua kerta tha,7,2026-01-31T04:15:17Z,0,True
UgwSWaQKOB2UTUmG-7h4AaABAg.AScki5d2-a-ASe2CIwDK_E,j2qUj7a0ja8,@IrfanBashir-z6q,Did not you hear speaking him english with juli,4,2026-01-31T15:34:14Z,0,True
UgwSWaQKOB2UTUmG-7h4AaABAg.AScki5d2-a-ASfBze6CYzI,j2qUj7a0ja8,@Raushan-j8p,Yes 💯,3,2026-02-01T02:19:00Z,0,True
UgwSWaQKOB2UTUmG-7h4AaABAg.AScki5d2-a-ASiFcQXyLNy,j2qUj7a0ja8,@fiisi_edits,Yeah 😅,2,2026-02-02T06:48:30Z,0,True
UgwSWaQKOB2UTUmG-7h4AaABAg.AScki5d2-a-ASj6op6US0t,j2qUj7a0ja8,@SauravKumar-ym1zb,Tshirt par koi brand nhi hai,2,2026-02-02T14:50:47Z,0,True
UgxQ-nk7uPg7macNo7t4AaABAg,j2qUj7a0ja8,@iftionweb-x,He looks like Mark Zuckerberg if he was Indian,4,2026-02-01T16:36:37Z,0,False
UgxqJJKT05irxwVN8_R4AaABAg,j2qUj7a0ja8,@PRAVEENKumar-xk4bv,dhruv rathee brother very hardworking person,41,2026-01-31T01:58:13Z,0,False
UgzP3911f2qzno5BkBV4AaABAg,j2qUj7a0ja8,@SachinKushwaha-o5q,Love you Dhruv rathee bhi ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0,2026-02-04T15:12:16Z,0,False
UgwvsKevQIEgiLlXyUl4AaABAg,j2qUj7a0ja8,@SatendraSingh-lq5kf,AI fiesta,20,2026-01-30T15:19:10Z,0,False
UgxdTVQZyzNfKkmKAtx4AaABAg,j2qUj7a0ja8,@shruJoshi,Dhruv ki hasi like blog with his wife 😂❤,3,2026-02-01T08:32:04Z,0,False
UgwQYdtQ_ofePrY147t4AaABAg,j2qUj7a0ja8,@iftekharalam3539,10:22  he is like Sundar Pichai,95,2026-01-30T18:43:22Z,7,False
UgwQYdtQ_ofePrY147t4AaABAg.ASbo2guzunpASdG71XH14C,j2qUj7a0ja8,@logicx9384,Keep dreaming have you ever seen Sunder Pichai mathmatics and logical power? It's way faster than dhruv Rathi entire career.,9,2026-01-31T08:16:36Z,0,True
UgwQYdtQ_ofePrY147t4AaABAg.ASbo2guzunpASdM1lJNzCF,j2qUj7a0ja8,@abhinwss,"​@logicx9384are u serious 😅 he said , he look alike , not like him , so know the difference babyy😂",7,2026-01-31T09:08:19Z,0,True
UgwQYdtQ_ofePrY147t4AaABAg.ASbo2guzunpASdYGRUb9IE,j2qUj7a0ja8,@logicx9384,Are you kidding baby? He said like not lookalike😂​@abhinwss,0,2026-01-31T10:55:11Z,0,True
UgwQYdtQ_ofePrY147t4AaABAg.ASbo2guzunpASdsZyzW3xV,j2qUj7a0ja8,@razk2557,@logicx9384 He is reading script from that paper. His blind followers don't know the difference between AI wrapper & AI product.,0,2026-01-31T14:01:21Z,0,True
UgwQYdtQ_ofePrY147t4AaABAg.ASbo2guzunpASe2KXT51LS,j2qUj7a0ja8,@Twicetoons,​@logicx9384Itna sach mein nahin bola tha😅😂😂😂😂,2,2026-01-31T15:35:22Z,0,True
UgyhMHFeuOV5EEDN41R4AaABAg,j2qUj7a0ja8,@CraftMandir,5:25 when speech is powerful but sleep is more powerful😂😂😂😂,3,2026-02-01T09:21:48Z,0,False
Ugy8Fyk1Gjh3HRtDM1l4AaABAg,j2qUj7a0ja8,@kausharazam786,Love From Us 😍,16,2026-01-30T15:49:45Z,0,False
UgxtZNkiCdIxSnn_sqV4AaABAg,j2qUj7a0ja8,@mohmmadhaiderquarrar2464,Honest peaple always apriciate to dhurv  rathi,2,2026-02-11T07:21:45Z,0,False
Ugy1zpRYxiVspPGqUcZ4AaABAg,j2qUj7a0ja8,@IMperfect9007,Thankyou Dhruv rathee sir for providing such a beautiful platform...for everyone ❤,14,2026-01-31T04:07:45Z,0,False
UgxEGT8JUoXR9zeOOI94AaABAg,j2qUj7a0ja8,@malukshorts,Looking like Enrique iglesias,0,2026-02-12T10:20:06Z,0,False
UgxDbCfma_TovRPP9Tl4AaABAg,j2qUj7a0ja8,@EducationWithaa777,बहुत बहुत शुभकामनाएं dhruv rathee भाई जी 🎉,8,2026-01-31T03:27:54Z,0,False
Ugw1tb3PC13m-kxQeh54AaABAg,j2qUj7a0ja8,@ShivamYadav-em3it,Dhruv's simplicity rocking the whole youtube platform ❤,3,2026-02-02T17:20:31Z,0,False
UgziLfdg7rVTB3qH-rh4AaABAg,j2qUj7a0ja8,@BinuBuragohain-g1x,Kon kon manta h Bhai Dhruv Rathee... One Man Army!✅❤🇮🇳,236,2026-01-31T05:01:16Z,4,False
UgziLfdg7rVTB3qH-rh4AaABAg.ASculHOGvUTASdcIxIq_2q,j2qUj7a0ja8,@Amritraj-e7o,No this time 34 million army but  in future 1 billion family ❤❤,4,2026-01-31T11:39:13Z,0,True
UgziLfdg7rVTB3qH-rh4AaABAg.ASculHOGvUTASgygFIWl7r,j2qUj7a0ja8,@DrDonutOffifcial,​@Amritraj-e7o34 million isn't enough ???,1,2026-02-01T18:52:29Z,0,True
UgziLfdg7rVTB3qH-rh4AaABAg.ASculHOGvUTAShmKiEy2Yw,j2qUj7a0ja8,@Amritraj-e7o,​@DrDonutOffifcialmaybe no,0,2026-02-02T02:23:48Z,0,True
UgziLfdg7rVTB3qH-rh4AaABAg.ASculHOGvUTAShzWEjE5AJ,j2qUj7a0ja8,@HumaKhan-p2l,Me....😊,1,2026-02-02T04:18:58Z,0,True
UgzXENmQqF3FHCXqQPF4AaABAg,j2qUj7a0ja8,@revabsoul,Pehli bar itna acche se English samajh aaya 😊,1,2026-02-02T05:43:38Z,0,False
UgzMAQW8ihaac8R1u_54AaABAg,j2qUj7a0ja8,@Parthamondal1089-x5b,Haters always crying but keep it up dhruv bhayia❤❤,163,2026-01-30T19:45:26Z,1,False
UgzMAQW8ihaac8R1u_54AaABAg.ASbv9Eqs0LHASgUJt7cIEB,j2qUj7a0ja8,@gauravbaranwal3228,Read srila PRAPHUPAD book,1,2026-02-01T14:18:25Z,0,True
Ugz9pAghXZWg3J9p2pp4AaABAg,j2qUj7a0ja8,@G2YTVCreator,🇮🇳ध्रुव राठी 🇮🇳💪🏻😎👍🏻,2,2026-02-01T07:46:08Z,0,False
UgyOriY6CWIDwrUqYpl4AaABAg,j2qUj7a0ja8,@SwordofJustice0,Andhbhaktoon kaisa laga😂😂😂,31,2026-01-30T18:17:24Z,1,False
UgyOriY6CWIDwrUqYpl4AaABAg.ASbl4UPMajcAScYOXt2x7N,j2qUj7a0ja8,@RaushanKumar-ct4xu,Andhbhakto ko English samajh nhi aati bro😂,0,2026-01-31T01:37:03Z,0,True
UgwqA3g9TXQG9yTBdBZ4AaABAg,j2qUj7a0ja8,@rambhajn24,Kya baat h bhai Indian youtubers me dam h❤❤ Jay hind,4,2026-01-31T04:16:00Z,0,False
UgyAuDXV52JXN8L_K3Z4AaABAg,j2qUj7a0ja8,@rajnikantrajbhar1,Love You Dhruv Rathe भैया ऐसे ही देश का नाम रोशनकरते रहें,2,2026-02-02T04:48:40Z,0,False
UgwXUxnnD6V3ZM1cr_h4AaABAg,j2qUj7a0ja8,@personalities-11C,5:22 that yawn 🥱...😂😂😂,36,2026-01-31T07:48:58Z,2,False
UgwXUxnnD6V3ZM1cr_h4AaABAg.ASdCx_PKuNPASdUklkFo43,j2qUj7a0ja8,@mohinijaiswal382,😂,1,2026-01-31T10:24:30Z,0,True
UgwXUxnnD6V3ZM1cr_h4AaABAg.ASdCx_PKuNPASeBmgJG_Hz,j2qUj7a0ja8,@Asim-xz2hp,Police agyi re baba,1,2026-01-31T16:57:59Z,0,True
UgxbTRBxz3X01JrHQ6F4AaABAg,j2qUj7a0ja8,@AlokBiswal-q6i,😮😮😮😮,0,2026-02-01T15:52:06Z,0,False
Ugy5sXcPllQNeAfLrTd4AaABAg,j2qUj7a0ja8,@SoundGamerz12345,Dhruv Rathee ai,8,2026-01-31T08:46:21Z,0,False
Ugzue4fPKhUEPZUTSfd4AaABAg,j2qUj7a0ja8,@ConvosWithJames03,9:19 - something  will always go wrong no matter how prepared you are... ❤❤❤,4,2026-02-01T10:04:54Z,0,False
UgxehqOkMD6Al2QZBe14AaABAg,j2qUj7a0ja8,@trueknowjourney,Big fan,14,2026-01-30T15:29:25Z,0,False
UgzSA_i-zkTnk0huYc54AaABAg,j2qUj7a0ja8,@abhishekmishra5794,🎉🎉🎉🎉🎉,0,2026-02-07T13:04:01Z,0,False
Ugzx_b_tJpnnI-xMLSh4AaABAg,j2qUj7a0ja8,@user-vc7kn6lv8b,4:41 Abe idhar bhi Tod diya inne,32,2026-01-30T19:07:23Z,1,False
Ugzx_b_tJpnnI-xMLSh4AaABAg.ASbqndks3I9ASbvFSMKbHV,j2qUj7a0ja8,@AnujSharma-t4x,In the beginning I was thinking Audio track is automatically sets to English.😶,1,2026-01-30T19:46:17Z,0,True
UgyT0qsK2euKC3OZ8hB4AaABAg,j2qUj7a0ja8,@NEERAJKUMAR.MEERUT,🇮🇳GREAT WORK DHRUV RATHEE SIR🇮🇳,2,2026-02-01T08:48:50Z,0,False
Ugw3cK5NNsev33TA5tp4AaABAg,j2qUj7a0ja8,@TinyToons72-Ai,Good Sir ❤,11,2026-01-30T15:21:27Z,0,False
UgzStJYvFxr8SRbCYGR4AaABAg,j2qUj7a0ja8,@himanshugamingyt8875,superrrrr bro pahli baar dhruv rathi ka english sunne mila 😉,1,2026-01-31T14:49:20Z,0,False
UgzvXWr-14kKQnGlOkF4AaABAg,j2qUj7a0ja8,@Archbytes-,"Dhruv, you are my all time Favorite. 
I belive one day we'll definitely meet.",93,2026-01-31T08:25:45Z,1,False
UgzvXWr-14kKQnGlOkF4AaABAg.ASdH9wTtCZ4ASsF6kkAhAR,j2qUj7a0ja8,@hazrat_dhurv_rathee_waslam,Dhurv ❌ brain washer ✅,0,2026-02-06T03:56:26Z,0,True
Ugy9OfW0dyKawcHAo3V4AaABAg,j2qUj7a0ja8,@RojaddinAnsari-n3z,Video ghanta samajh me kuchh nahi aa raha hai lekin fir bhi video pura watch karunga kyunki video dhruv rathee ki hai 💪💀🙃,3,2026-02-02T15:08:50Z,0,False
Ugxiq6qIprTTiI9pT1B4AaABAg,j2qUj7a0ja8,@akashshnu,"Who else thinks, his earnings will impact Indian politics 😂",5,2026-01-31T03:50:50Z,0,False
UgwvJ2f-7ER9FtVPJoZ4AaABAg,j2qUj7a0ja8,@Trishu-LovesYou,7.30 bhai ne to chatgpt company walon ko v hila dia😂😂,2,2026-02-04T08:01:59Z,0,False
Ugz4oN5Xoup8k4FxsNR4AaABAg,j2qUj7a0ja8,@AmanSingh_10p,Or kuch anpadh log dhruv rathee ka expose karte hai 😂,21,2026-01-31T02:53:49Z,2,False
Ugz4oN5Xoup8k4FxsNR4AaABAg.AScgAt5Q8l4ASfePCVyxmW,j2qUj7a0ja8,@mayankpatle6447,"Expose ho jata , fr dar ke mare unko block kr deta h ye 😂😂",0,2026-02-01T06:36:01Z,0,True
Ugz4oN5Xoup8k4FxsNR4AaABAg.AScgAt5Q8l4ASfsD0P6XBW,j2qUj7a0ja8,@debopriyochakrabortty293,​​@mayankpatle6447 abusive trolls deserve to get blocked,4,2026-02-01T08:36:42Z,0,True
Ugxe-PqPQ1dd_SrqR6N4AaABAg,j2qUj7a0ja8,@AnasAhmad-r4b,beautiful speech sirr very inspirational,8,2026-01-30T16:58:23Z,0,False
Ugwe0LlTzin8LCcFxTN4AaABAg,j2qUj7a0ja8,@VijayKunapareddy-g3u,English me pahle bar Kisi ki puri video dekhi hai samjh nahi aaya kya kya bola hai per Maja AA gaya 😂,6,2026-01-31T15:28:31Z,1,False
Ugwe0LlTzin8LCcFxTN4AaABAg.ASe1YOgHpckASiya8LlmZR,j2qUj7a0ja8,@Economics365,Samah nahi aya?,0,2026-02-02T13:30:08Z,0,True
UgxOp1Ge1-x3TOd6rt94AaABAg,j2qUj7a0ja8,@Shivamroy05k,Dhruv expose all godi youtuber as well as godi media in just  3 video 😂😂,289,2026-01-30T15:26:11Z,12,False
UgxOp1Ge1-x3TOd6rt94AaABAg.ASbSUTkHKRFASbtr1CXLg4,j2qUj7a0ja8,@IqbalAhmed-e1e,dhruv rathe is also,4,2026-01-30T19:34:04Z,0,True
UgxOp1Ge1-x3TOd6rt94AaABAg.ASbSUTkHKRFASbwHwa5GJ7,j2qUj7a0ja8,@DecodeABD,but now most youtuber exposing dhruv with facts 😁,45,2026-01-30T19:55:21Z,0,True
UgxOp1Ge1-x3TOd6rt94AaABAg.ASbSUTkHKRFAScDcxhwLAK,j2qUj7a0ja8,@WIN_1306,@DecodeABD correct,15,2026-01-30T22:35:39Z,0,True
UgxOp1Ge1-x3TOd6rt94AaABAg.ASbSUTkHKRFASchJy0TKlA,j2qUj7a0ja8,@AangBasu,if you cannot provide the service don't take money from the customers,5,2026-01-31T03:03:48Z,0,True
UgxOp1Ge1-x3TOd6rt94AaABAg.ASbSUTkHKRFAScihzsRlQt,j2qUj7a0ja8,@Shivamroy05k,​@AangBasu mai bhi ai fiesta ka subscription liya huu mai aaram se video banata huu !,1,2026-01-31T03:15:57Z,0,True
Ugz9dXAZUxv4Chd_Qb54AaABAg,j2qUj7a0ja8,@starshivam9551,Love you Am indian Jai bheem 💙💙💙💙💙👍👍👍💐💐💐,0,2026-02-03T03:01:32Z,0,False
Ugz7daxjZwIeGAmI24J4AaABAg,j2qUj7a0ja8,@MChandrakarshort,👍❤️💯🫡,9,2026-01-30T15:32:30Z,0,False
Ugxn9cxQWT2N3gqoWO94AaABAg,j2qUj7a0ja8,@anjaliibaghel,Pheli baar full body me dekha dhruv rathee ko 😂,2,2026-02-02T12:37:49Z,0,False
Ugz6CUg7-dKACYnQEVx4AaABAg,j2qUj7a0ja8,@gammingpro15,Keep it up bro 💕 You Are In 🔥❤😮,7,2026-01-30T18:10:51Z,0,False
Ugys3WbItC8mhIcMJ254AaABAg,j2qUj7a0ja8,@shyams1,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,1,2026-02-01T11:01:27Z,0,False
UgwpNbZmhfA5P98-9wh4AaABAg,j2qUj7a0ja8,@monkeybhaiya2404,"I must say, sir, that I have a deep appreciation for the excellent piece of work that you have produced. I find it to be truly commendable, and I wish to express my gratitude for the effort and skill that you have clearly put into it, resulting in such a remarkable outcome.",7,2026-01-30T15:34:16Z,0,False
UgxxQuWtMEiQHxc7rWx4AaABAg,j2qUj7a0ja8,@vijaymarkam6742,💫💫,0,2026-02-05T15:58:19Z,0,False
UgxD5nDgX9qY8SgyAyp4AaABAg,j2qUj7a0ja8,@Syed-Asad-Sh,"Nailed it Bhai ❤ you're on the fire and boosting your entrepreneur business!
Keep growing like this😊😊😊",9,2026-01-30T19:11:53Z,0,False
UgzO5knVK0SS71kn2hx4AaABAg,j2qUj7a0ja8,@SahilMaurya-i5x,🎉🎉🎉,0,2026-02-02T09:52:18Z,0,False
UgzJSfTR3smo5qM4svF4AaABAg,j2qUj7a0ja8,@Thepublic99h,ध्रुव का आज बोलने का अंदाज़ और जिस तरह से ये वीडियो में बात करता है मैं  ये 100 % श्योरिटी से बोल सकता हूँ ये वीडियो  टैलिप्राम्प्टर से रीड करके  रिकॉर्ड करता है ये कुछ गलत नहीं है क्यूंकि वास्तव  में मैं खुद ध्रुव का हर वीडियो देखता हूँ और ध्रुव को बहुत पसंद करता हूँ ये मेरे पसंदीदा Youtuber हैं,25,2026-01-30T16:04:08Z,6,False
UgzJSfTR3smo5qM4svF4AaABAg.ASbWpNywursASbjMX1Mlzz,j2qUj7a0ja8,@faizanabbasi5652,He's introvert bro,8,2026-01-30T18:02:23Z,0,True
UgzJSfTR3smo5qM4svF4AaABAg.ASbWpNywursAScDki_qtg-,j2qUj7a0ja8,@server_master7,You are 🤡in social media 😅,0,2026-01-30T22:36:42Z,0,True
UgzJSfTR3smo5qM4svF4AaABAg.ASbWpNywursASce6oXY2Ol,j2qUj7a0ja8,@mrvikash1650,Public speaking me halat kharab ho jati hai bhai,3,2026-01-31T02:35:47Z,0,True
UgzJSfTR3smo5qM4svF4AaABAg.ASbWpNywursASdDBnhpTOw,j2qUj7a0ja8,@ankitk_here,"Jb koi problem ni h, toh point out kyo kr rhe ho",0,2026-01-31T07:51:03Z,0,True
UgzJSfTR3smo5qM4svF4AaABAg.ASbWpNywursASdHO_Pf1-K,j2qUj7a0ja8,@mahe-sh,Kyu ki data ka accuracy ko bhi dhyan dena hota hai ...,2,2026-01-31T08:27:44Z,0,True
